Stations_id,Datenquelle,Jan.,Feb.,M�rz,Apr.,Mai,Jun.,Jul.,Aug.,Sept.,Okt.,Nov.,Dez.,Jahr
1,46,       -.6,        .6,       4.5,       7.9,      12.9,      15.8,18,      17.5,      13.5,       8.5,       3.2,        .6,       8.5
3,51,3,       3.2,       6.1,       8.7,      13.2,      15.7,      17.9,      17.7,      14.4,      10.5,       6.2,       4.1,10
44,51,       1.5,       1.7,       4.7,       7.8,      12.6,      14.9,17,      16.8,      13.3,       9.3,       5.1,       2.7,       8.9
52,51,1,       1.2,4,       7.2,12,      14.8,      16.8,      16.6,13,       8.9,       4.6,2,       8.5
61,46,      -1.4,       -.2,       4.3,       8.2,      13.6,      16.1,18,      17.7,      13.5,       8.2,3,        .1,       8.4
70,46,      -1.3,       -.5,       2.8,       5.9,      10.9,      13.7,16,      15.6,      11.8,       7.3,       2.2,       -.2,7
71,46,      -1.2,       -.4,       2.9,       5.9,      10.8,      13.7,16,      15.5,      11.9,       7.5,       2.4,0,       7.1
72,46,      -1.3,       -.7,       2.5,       5.4,      10.4,      13.3,      15.6,      15.2,      11.5,       7.2,       2.2,       -.2,       6.7
73,51,      -1.6,       -.3,4,       7.9,      13.3,      15.9,      17.7,      17.3,      13.2,       8.2,3,       -.1,       8.2
78,51,       1.5,       1.7,       4.6,       7.7,      12.4,15,      17.1,      16.8,      13.1,       9.1,5,       2.7,       8.8
91,46,       -.1,        .3,       3.9,7,      11.8,      14.6,      16.7,      16.3,      12.7,       8.2,       3.6,       1.2,8
93,46,        .2,        .6,       4.3,       7.4,      12.3,      15.1,      17.1,      16.8,      13.1,       8.4,       3.9,       1.4,       8.4
96,46,        .1,        .7,       3.8,       7.9,      13.3,16,18,      17.7,      13.6,       9.1,       4.3,       1.6,       8.8
98,46,      -1.2,       -.9,2,5,       9.9,      12.4,      14.5,      14.5,11,       6.7,       2.2,       -.1,       6.3
116,46,        .3,        .9,       4.6,       8.1,      13.2,16,      18.2,      17.9,14,       9.2,       4.3,       1.6,9
125,46,       -.9,       -.2,       3.2,       6.3,      11.5,      14.2,      16.5,      16.2,      12.6,8,       2.7,        .3,       7.5
129,46,       -.1,        .5,       3.4,       7.1,      12.2,      15.3,      17.3,      17.2,      13.3,       8.8,       4.1,       1.4,       8.4
131,46,       -.3,        .4,       3.8,       7.3,      12.6,      15.4,      17.4,      17.3,      13.3,       8.7,       3.7,       1.1,       8.4
132,46,      -2.7,-2,       1.7,       5.5,      10.7,      13.4,      15.4,      15.4,      11.5,       6.6,       1.1,      -1.5,       6.2
142,51,      -1.3,       -.2,       3.7,       7.2,      12.4,      15.2,      17.1,      16.8,      12.8,8,       2.8,        .1,       7.8
150,51,       1.2,       1.9,       5.9,       9.1,      13.9,      16.6,      18.8,      18.5,      14.4,       9.3,       4.7,       2.4,       9.7
151,51,      -1.4,       -.4,4,       7.6,      12.9,      15.9,      17.9,      17.4,      12.9,       7.8,       2.7,        .1,       8.1
154,46,      -1.2,0,4,       7.4,      12.7,      15.4,      17.4,17,      13.2,       8.3,       2.9,0,       8.1
161,46,       2.2,       2.7,       6.3,       9.4,      14.1,      16.9,19,      18.6,      14.7,      10.1,       5.6,       3.3,      10.2
164,51,       -.2,        .4,       3.7,       7.7,13,      15.9,      17.9,      17.6,      13.5,       8.8,       3.9,       1.3,       8.6
167,46,        .1,        .5,       3.3,7,      12.1,      15.3,      17.3,      17.1,      13.3,9,       4.2,       1.6,       8.4
169,46,      -1.2,       -.8,       2.4,       5.9,      11.2,      13.7,      15.9,      15.9,      11.9,       7.4,       2.5,0,       7.1
172,46,       -.3,        .1,       3.1,       6.3,      11.2,      13.6,      15.6,      15.8,      12.2,       8.1,       3.3,1,       7.5
174,46,1,       1.8,       5.4,       8.5,      13.3,      16.1,      18.3,      17.9,14,       9.3,       4.4,       2.2,       9.4
175,46,       -.7,        .2,       4.1,       7.5,      12.6,      15.4,      17.5,      17.3,      13.2,       8.3,       3.1,        .6,       8.3
177,46,       -.7,        .2,4,       7.5,      12.6,      15.4,      17.6,      17.2,      13.2,       8.2,       3.2,        .6,       8.3
183,44,        .8,        .9,       2.6,       5.5,       9.9,      13.9,      16.5,      16.9,      13.6,       9.6,       5.2,       2.4,       8.2
184,46,        .4,1,       4.3,8,      13.3,      16.2,      18.1,      17.8,      13.7,9,       4.4,       1.7,9
185,46,       1.1,       1.3,       3.6,       6.7,      11.4,      14.5,      16.5,      16.5,      13.2,       9.3,       5.1,       2.5,       8.5
186,51,       1.1,       1.4,       4.4,       7.1,12,      14.5,      16.5,      15.9,      12.5,       8.6,       4.7,       2.4,       8.4
191,46,        .2,        .9,       4.8,       8.2,      12.9,      15.9,      17.9,      17.6,      13.6,       8.7,4,       1.5,       8.8
193,51,        .3,        .4,4,       6.9,      11.7,      14.8,      16.9,      16.5,      12.6,       8.5,       4.2,       1.8,       8.2
198,51,0,        .6,       4.4,       8.2,      13.2,16,      18.2,      18.1,14,9,4,       1.4,       8.9
202,46,       1.4,       2.1,       5.9,       9.2,      14.1,      16.9,19,      18.5,      14.5,       9.6,       4.9,       2.6,       9.9
207,46,        .8,       1.2,       4.6,       8.3,      13.3,      16.2,      18.2,      17.9,      13.9,       9.3,       4.6,       2.1,       9.2
211,46,        .6,       1.2,       4.8,8,      12.8,      15.7,      17.7,      17.1,      13.2,       8.6,       4.1,       1.9,       8.8
217,51,       -.7,        .1,       3.7,       6.7,      11.8,      14.5,      16.7,      16.5,      12.9,       8.3,3,        .4,       7.8
221,46,      -1.1,       -.1,       3.9,       7.4,      12.7,      15.4,      17.5,      17.1,      13.1,       8.1,       2.9,        .2,       8.1
222,46,       -.4,        .1,       3.5,       6.7,12,      14.7,      16.7,      16.5,      12.8,       8.4,       3.5,1,8
231,46,       -.7,        .3,       4.4,       7.6,      12.8,      15.6,      17.7,      17.3,      13.3,       8.5,       3.2,        .6,       8.4
232,51,       -.8,        .2,       4.1,       7.5,      12.7,      15.5,      17.5,      17.2,      13.3,       8.3,       3.1,        .6,       8.2
243,51,       1.6,       1.8,       4.4,       7.3,      11.8,      14.4,      16.5,      16.3,      13.2,       9.4,       5.2,       2.9,       8.7
257,51,       1.6,       2.6,6,       8.9,      13.6,      16.6,      18.7,      18.3,      14.4,       9.9,5,3,       9.8
259,51,       1.8,       2.5,       6.3,       9.2,      13.6,      16.6,19,      18.7,      14.6,      10.1,       5.2,3,10
268,46,       -.2,        .5,       3.4,       6.3,      11.2,14,      16.4,      16.2,      12.4,       8.2,       3.1,1,       7.7
273,46,       -.4,        .6,       4.4,       7.9,13,      15.9,18,      17.5,      13.6,       8.8,       3.5,        .8,       8.6
282,51,       -.3,        .6,       4.4,       8.1,      13.3,      16.1,      18.1,      17.6,      13.3,       8.4,       3.6,       1.2,       8.6
283,46,       -.5,        .3,       4.2,       7.7,      12.9,      15.7,      17.7,      17.2,      13.2,       8.3,       3.4,        .9,       8.4
284,46,       -.5,        .2,       4.1,       7.7,13,      15.7,      17.8,      17.2,      13.2,       8.3,       3.3,        .9,       8.4
288,46,        .1,        .6,       3.4,       7.1,      12.2,      15.4,      17.4,      17.3,      13.4,9,       4.3,       1.5,       8.5
294,46,1,       1.4,       4.5,       7.7,      12.6,15,      17.1,      17.1,      13.4,       9.2,       4.7,       2.2,       8.8
298,46,        .4,        .7,       3.2,       6.7,      11.5,      14.9,17,      16.9,      13.2,9,       4.6,       1.9,       8.3
303,46,        .3,1,       4.6,       8.5,      13.9,      16.7,      18.6,      18.3,14,       9.3,       4.4,       1.6,       9.3
314,51,        .2,        .9,       4.3,8,      13.2,      16.2,      18.1,      17.9,      14.2,       9.6,       4.4,       1.6,9
320,51,       -.8,        .1,4,       7.5,      12.6,      15.6,      17.5,      16.9,13,       8.1,       3.2,        .8,       8.1
326,46,       1.8,       2.2,       5.3,       8.3,13,      15.6,      17.6,      17.4,      13.8,       9.5,       5.3,       3.1,       9.4
327,44,1,       1.2,       4.1,       7.3,      12.1,      14.8,      16.9,      16.5,      13.1,       9.3,5,       2.5,       8.7
330,51,       -.1,        .7,       4.4,       7.6,      12.3,15,      17.3,      17.2,      13.3,       8.6,       3.4,1,       8.3
335,46,       1.3,       1.5,       3.9,       6.9,      11.5,      14.9,17,      16.9,      13.5,       9.6,       5.3,       2.7,       8.8
342,46,       1.7,2,       5.1,       8.1,      12.9,      15.4,      17.6,      17.4,      13.7,       9.6,       5.3,3,       9.3
348,46,       2.3,       2.9,       6.4,       9.4,      14.1,      16.9,      18.9,      18.6,      14.8,      10.3,       5.8,       3.4,      10.3
355,46,       1.7,       2.7,       6.5,       9.8,      14.5,      17.3,      19.4,      19.1,      15.1,      10.1,       5.2,       2.9,      10.4
361,46,      -1.5,       -.2,       3.4,       7.1,      12.3,      14.8,      16.7,      16.5,      12.9,       8.2,       2.6,       -.6,       7.7
365,46,      -1.1,       -.3,       3.6,       7.2,      12.4,      15.2,      17.2,      16.8,      12.9,       7.9,       2.8,        .3,       7.9
368,46,1,       1.5,       4.4,       7.8,      12.9,      15.5,      17.5,      17.1,      13.3,       9.1,       4.8,       2.3,       8.9
377,51,       1.5,       2.4,       6.2,       9.5,      14.2,      17.1,      19.4,      18.8,      14.8,       9.9,       4.9,       2.7,      10.1
379,46,       -.3,        .3,       3.9,       7.6,      12.8,      15.7,      17.7,      17.3,      13.3,       8.5,       3.6,1,       8.5
386,46,       -.4,0,       3.2,       6.3,      11.1,      13.9,16,      15.5,      11.8,       7.6,       3.1,        .8,       7.4
390,46,      -1.3,       -.8,       2.3,       5.3,      10.2,      12.9,15,      14.8,      11.2,7,       2.2,       -.1,       6.5
395,46,        .2,1,       4.5,       8.5,      13.9,      16.9,      18.7,      18.3,      13.9,       9.1,       4.3,       1.6,       9.2
399,46,       1.1,       1.9,       5.3,       9.5,      14.9,      17.7,      19.7,      19.4,      15.1,      10.3,       5.2,       2.5,      10.2
400,51,        .2,       1.2,       4.3,       8.4,      13.8,      16.5,      18.3,18,      13.8,       9.1,       4.3,       1.7,       9.1
402,46,        .5,       1.2,       4.6,       8.7,      13.9,      16.6,      18.5,      17.9,      13.7,       9.1,       4.4,       1.8,       9.2
403,51,        .3,       1.1,       4.5,       8.6,      13.8,      16.6,      18.5,      17.9,      13.6,       9.1,       4.3,       1.6,       9.1
405,46,        .3,1,       4.5,       8.6,14,      16.8,      18.8,      18.3,14,       9.2,       4.4,       1.6,       9.3
407,46,        .4,1,       4.4,       8.4,      13.8,      16.6,      18.5,      17.9,      13.7,       9.2,       4.4,       1.8,       9.2
408,46,        .7,       1.4,       4.9,       8.8,      14.2,      17.1,19,      18.7,      14.4,       9.6,       4.8,2,       9.6
410,46,        .2,1,       4.5,       8.5,      13.9,      16.7,      18.7,      18.2,      13.9,       9.3,       4.3,       1.6,       9.2
416,46,        .3,       1.1,       4.5,       8.6,14,      16.9,      18.8,      18.3,14,       9.1,       4.4,       1.7,       9.3
417,46,        .5,       1.2,       4.7,       8.7,14,      16.8,      18.7,      18.2,      13.9,       9.2,       4.5,       1.8,       9.3
420,46,        .5,       1.3,       4.6,       8.7,      14.1,      16.9,      18.9,      18.5,      14.3,       9.5,       4.6,       1.9,       9.5
422,46,        .7,       1.4,       4.9,       8.8,      14.2,      17.1,19,      18.7,      14.4,       9.6,       4.8,2,       9.6
424,46,        .7,       1.6,5,       9.1,      14.5,      17.4,      19.4,19,      14.7,       9.8,       4.9,       2.1,       9.8
425,46,        .2,1,       4.5,       8.5,14,      16.9,      18.7,      18.3,      13.9,       9.1,       4.3,       1.6,       9.2
427,51,       -.1,        .7,       4.3,       8.4,      13.8,      16.7,      18.7,      18.4,      14.1,       9.2,       4.1,       1.4,       9.1
429,46,        .4,       1.2,       4.6,       8.6,14,      16.8,      18.7,      18.2,14,       9.3,       4.5,       1.8,       9.3
430,51,        .7,       1.4,       4.7,       8.8,      14.3,17,      18.9,      18.6,      14.2,       9.5,       4.7,2,       9.5
432,46,        .4,       1.1,       4.5,       8.4,      13.9,      16.7,      18.5,      17.9,      13.7,       9.1,       4.5,       1.8,       9.2
433,51,        .7,       1.5,       4.9,9,      14.4,      17.3,      19.3,19,      14.5,       9.7,       4.8,2,       9.7
434,46,        .5,       1.3,       4.8,       8.8,      14.1,      17.1,19,      18.7,      14.3,       9.5,       4.6,       1.9,       9.5
435,51,        .6,       1.3,       4.6,       8.7,14,      16.8,      18.7,      18.1,      13.9,       9.3,       4.5,       1.9,       9.3
445,51,        .7,       1.2,       4.9,       8.5,      13.5,      16.5,      18.6,      18.3,      14.2,       9.4,       4.5,2,       9.3
450,51,       2.5,3,       6.6,       9.6,      14.2,      17.1,      19.2,      18.8,      14.9,      10.4,       5.9,       3.7,      10.4
460,51,        .8,       1.7,       5.2,       8.2,      12.7,      15.3,      17.9,      17.7,      13.8,       9.2,       4.1,       1.8,9
474,46,       -.9,        .1,       3.9,       7.2,      12.2,      15.2,      17.3,      16.8,      13.1,       8.3,3,        .4,8
480,51,0,        .5,       3.9,       7.1,      11.9,      14.8,      16.8,      16.2,      12.4,8,       3.6,       1.3,8
502,44,       -.7,       -.1,       3.7,       7.1,      11.9,      14.7,      16.7,      16.5,      12.7,       7.9,3,        .7,       7.8
524,46,       1.4,2,       5.6,       9.2,      14.5,      17.4,      19.4,      19.3,15,      10.2,       5.2,       2.6,      10.1
526,46,0,        .7,       4.3,       7.8,      12.9,      15.7,      17.7,      17.3,      13.4,       8.6,4,       1.3,       8.6
535,51,        .2,        .8,4,       6.9,      11.7,      14.4,      16.8,      16.5,      12.9,       8.4,       3.6,       1.3,       8.1
550,46,       -.3,        .2,       3.7,       7.1,      12.2,      15.1,      17.1,      16.8,      13.1,       8.5,       3.6,1,       8.2
553,46,       2.6,3,       5.8,       8.6,      13.3,      15.8,      17.9,      17.6,      14.2,      10.2,       5.9,       3.7,       9.9
554,51,       2.4,       2.6,       5.8,       8.5,      13.2,      15.7,      17.9,      17.4,14,      10.1,       5.9,       3.6,       9.7
555,46,       2.9,       3.2,       6.2,       9.1,      13.8,      16.3,      18.5,      18.1,      14.6,      10.5,       6.2,4,      10.3
576,46,        .2,1,       4.5,       7.6,      12.4,      15.3,      17.5,      17.1,      13.3,       8.7,       3.6,       1.3,       8.5
578,46,      -1.2,       -.3,       3.8,       7.2,      12.4,      15.2,      17.2,      16.9,      12.8,       7.9,       2.8,        .2,       7.9
588,46,       1.2,       1.7,       5.1,       8.2,      13.1,      15.7,      17.7,      17.4,      13.7,       9.4,5,       2.5,       9.2
591,51,        .5,       1.2,       3.9,       7.6,      12.7,      15.4,      17.4,      17.3,      13.5,       9.1,       4.5,       1.9,       8.6
592,46,        .9,       1.2,4,       7.2,      11.9,      14.8,      16.7,      16.5,      13.1,9,       4.8,       2.3,       8.5
596,51,        .8,       1.1,       3.7,       6.7,      11.3,      14.5,      16.8,      17.1,      13.7,       9.6,5,       2.4,       8.5
598,46,       2.7,       3.2,       6.5,       9.4,14,      16.7,      18.8,      18.4,      14.7,      10.4,       6.1,       3.9,      10.4
599,46,       2.9,       3.3,       6.5,       9.5,      14.1,      16.8,      18.8,      18.5,      14.8,      10.5,       6.2,4,      10.5
601,46,       2.2,       2.7,6,       8.8,      13.5,      16.1,      18.2,      17.9,      14.3,10,       5.6,       3.4,       9.9
603,46,       2.2,       2.7,6,       8.8,      13.5,      16.1,      18.2,      17.9,      14.2,10,       5.6,       3.4,       9.9
606,46,       -.8,        .2,       3.9,       7.2,      12.4,      15.3,      17.5,      16.9,13,       8.3,3,        .3,       8.1
614,51,        .4,1,       4.5,       7.7,      12.6,      15.2,      17.3,      17.2,      13.4,9,       4.3,       1.7,       8.7
617,46,       2.6,       2.9,       5.9,       8.8,      13.5,16,      18.1,      17.7,      14.3,      10.2,       5.9,       3.7,10
619,51,       2.3,       2.3,       4.7,       7.6,      11.8,      14.7,17,      17.4,      14.6,      10.7,       6.5,       3.7,       9.4
642,46,       1.7,       2.1,       4.7,       7.7,      12.4,      15.1,      17.1,17,      13.7,       9.7,       5.4,3,       9.1
643,46,       1.7,2,       4.7,       7.7,      12.5,      15.1,      17.1,17,      13.7,       9.7,       5.4,3,       9.1
645,46,       1.6,       1.9,       4.8,       7.9,      12.6,      15.1,      17.2,17,      13.4,       9.4,       5.2,       2.9,       9.1
648,51,        .9,       1.2,       3.9,       7.1,      11.8,      14.6,      16.5,      16.4,      12.9,       8.9,       4.7,       2.2,       8.4
650,46,        .5,       1.1,       4.5,       8.3,      13.6,      16.5,      18.4,      17.9,      13.8,       9.2,       4.5,       1.9,       9.2
652,46,       -.6,        .2,       4.1,       7.5,      12.6,      15.5,      17.6,      17.2,      13.2,       8.2,       3.3,        .8,       8.3
656,51,      -2.1,      -1.9,1,       4.5,       9.9,12,      14.2,      14.1,      10.3,       6.2,       1.4,      -1.1,       5.7
660,46,       1.1,       1.5,       4.7,       8.2,      13.2,      15.8,      17.8,      17.6,      13.8,       9.5,       4.9,       2.4,       9.2
661,46,       1.2,       1.5,       4.8,       8.2,      13.2,      15.9,      17.8,      17.7,      13.8,       9.5,       4.9,       2.5,       9.3
662,51,       1.2,       1.5,       4.7,       8.2,      13.1,      15.7,      17.7,      17.6,      13.9,       9.5,       4.9,       2.5,       9.2
685,46,      -1.2,       -.7,       2.9,6,      10.9,      13.8,      15.8,      15.6,      11.9,       7.4,       2.5,        .2,       7.1
691,51,       1.5,       1.9,       4.7,8,      12.8,      15.3,      17.3,      17.1,      13.6,       9.4,       5.1,       2.8,       9.1
699,46,       1.5,       1.9,       4.8,8,      12.8,      15.4,      17.5,      17.2,      13.6,       9.5,       5.2,       2.8,       9.2
701,51,       1.7,2,       4.8,8,      12.7,      15.3,      17.4,      17.5,      14.1,10,       5.5,3,       9.3
702,46,       1.7,2,       4.7,       7.8,      12.5,      15.2,      17.3,      17.3,14,       9.9,       5.5,3,       9.2
703,46,       1.3,       1.7,       4.4,       7.6,      12.5,      15.1,      17.1,      16.8,      13.3,       9.3,5,       2.6,       8.9
704,46,       1.3,       1.6,       4.3,       7.5,      12.4,15,17,      16.7,      13.2,       9.3,       4.9,       2.6,       8.8
705,46,       1.3,       1.7,       4.4,       7.6,      12.5,      15.1,      17.1,      16.8,      13.3,       9.3,       5.1,       2.6,       8.9
706,51,       1.7,       2.6,       6.5,       9.2,14,      16.7,      18.9,      18.5,      14.7,10,5,       2.7,10
710,46,       1.4,       2.1,       5.8,9,      13.7,      16.6,      18.8,      18.3,      14.4,       9.6,       4.8,       2.4,       9.7
717,51,        .1,        .4,       3.2,       6.3,      11.1,      13.6,      15.7,      15.5,      12.1,       8.2,       3.6,       1.3,       7.5
722,51,      -3.5,      -3.7,      -1.8,       1.2,       6.2,       8.7,      10.8,      11.1,       7.6,       4.1,       -.5,      -2.3,       3.1
727,46,        .6,       1.4,5,       8.1,      12.9,      15.8,      17.9,      17.5,      13.7,9,       4.2,       1.9,9
729,46,      -1.6,      -1.1,       2.2,       5.6,      10.7,      13.5,      15.6,      15.3,      11.4,7,       2.2,       -.3,       6.7
736,51,       -.2,        .4,       3.5,       6.4,      10.9,      13.9,      16.1,      15.4,      11.6,       7.6,3,1,       7.5
755,51,       -.3,        .4,       4.2,       7.5,      12.3,      15.3,      17.4,      17.1,13,       8.2,       3.4,        .9,       8.2
757,46,1,       1.8,5,8,      12.7,      15.6,      17.9,      17.6,      13.9,       9.4,       4.4,       2.2,       9.1
760,46,        .6,1,       3.8,7,      11.9,      14.6,      16.6,      16.2,      12.7,       8.6,       4.4,       1.9,       8.3
766,46,0,        .5,       3.7,       6.7,      11.4,      14.2,      16.3,      16.1,      12.4,       8.1,       3.3,       1.2,       7.8
769,46,       1.8,       2.1,       5.3,       8.4,      13.2,      15.8,      17.9,      17.8,      14.1,10,       5.5,       3.1,       9.6
771,46,1,       1.7,       5.6,       8.8,      13.8,      16.5,      18.6,18,      14.2,       9.3,       4.7,       2.2,       9.5
772,46,       2.1,3,       6.9,       9.9,      14.7,      17.3,      19.6,      19.3,      15.4,      10.5,       5.5,       3.1,      10.6
773,46,        .6,       1.4,       4.8,       7.8,      12.6,      15.1,      17.5,      17.3,      13.6,       9.1,4,       1.7,       8.8
793,46,       -.3,        .2,       3.4,       6.3,11,      13.9,16,      15.5,      11.7,       7.6,       3.1,        .9,       7.4
817,51,       -.3,        .2,       3.8,       6.9,12,      14.8,17,      16.4,      12.4,       7.9,       3.4,       1.1,8
840,46,      -3.1,      -2.7,        .2,       3.6,       8.9,      11.8,      13.6,      13.6,      10.1,       5.8,        .5,      -1.9,5
848,46,       1.1,       1.6,       4.7,       8.2,      13.4,      15.9,18,      17.7,      13.7,       9.3,       4.9,       2.4,       9.2
850,46,       1.2,       1.6,       4.7,       8.2,      13.3,16,18,      17.7,      13.7,       9.3,       4.9,       2.5,       9.3
851,51,      -1.4,       -.5,       3.8,       7.6,      12.9,      15.6,      17.9,      17.3,      13.2,       8.1,       2.8,        .1,       8.1
853,51,       -.4,        .2,       3.4,7,      12.3,      14.9,17,      17.1,      13.3,       8.7,       3.5,1,       8.1
856,46,       -.9,        .2,       3.8,       7.4,      12.7,      15.3,      17.5,      17.1,      13.4,       8.6,       3.1,        .2,       8.2
863,51,      -1.4,      -1.1,       1.5,       4.9,      10.2,      12.6,      14.6,      14.5,11,       6.9,       2.1,       -.2,       6.3
865,46,       1.6,       1.9,       4.7,       7.8,      12.5,      15.1,      17.1,17,      13.5,       9.4,       5.2,       2.9,       9.1
867,51,       -.6,        .2,       4.1,       7.7,      12.9,      15.6,      17.6,      17.3,      13.3,       8.4,       3.3,        .7,       8.3
876,46,       -.2,        .3,       3.7,       7.2,      12.5,      15.4,      17.5,      17.5,      13.5,       8.9,       3.6,1,       8.4
879,46,        .2,1,       4.5,       8.4,      13.9,      16.8,      18.8,      18.3,14,       9.3,       4.4,       1.6,       9.3
880,51,        .2,        .9,       4.5,       8.4,      13.9,      16.8,      18.8,      18.3,14,       9.3,       4.4,       1.7,       9.2
881,51,       -.5,        .2,       3.9,       7.4,      12.6,      15.6,      17.6,      17.3,13,       8.2,       3.2,        .8,       8.2
888,46,       -.1,        .5,       4.1,       7.6,      12.8,      15.6,      17.6,      17.5,      13.5,       8.8,       3.9,       1.2,       8.6
891,51,       1.8,       2.1,       4.5,       7.5,      12.1,      14.9,      17.1,      17.3,      14.2,      10.2,       5.8,       3.2,       9.2
896,46,        .3,        .8,       4.5,       8.1,      13.2,      16.1,      18.1,      17.8,      13.8,       8.9,       4.1,       1.6,9
917,46,       1.4,       2.2,6,       9.3,      14.2,17,      19.2,      18.7,      14.7,       9.7,       4.9,       2.6,10
918,46,       1.6,       2.5,       6.2,       9.7,      14.4,      17.3,      19.5,      19.1,15,10,5,       2.7,      10.2
919,46,       1.4,       2.2,6,       9.3,      14.2,17,      19.2,      18.7,      14.7,       9.7,       4.9,       2.6,10
931,46,-1,0,       3.5,       6.6,      11.6,      14.5,      16.7,      16.5,      12.8,       8.1,       2.7,        .1,       7.7
948,46,        .7,       1.4,       4.9,       8.7,      13.9,      16.8,      18.8,      18.5,      14.3,       9.5,       4.7,2,       9.5
953,51,        .5,       1.1,       4.1,       6.9,      11.7,      14.3,      16.6,      16.5,      12.8,       8.8,       4.1,       1.7,       8.2
963,51,       1.4,       1.8,       4.9,8,      12.9,      15.5,      17.5,      17.2,      13.5,       9.3,       5.1,       2.8,       9.1
964,46,        .2,        .7,4,       6.9,      11.7,      14.5,      16.6,      16.2,      12.5,       8.2,       3.5,       1.4,8
965,46,        .7,       1.4,       5.1,       8.8,      14.2,      17.1,19,      18.6,      14.5,       9.7,       4.8,       2.1,       9.7
970,46,       -.8,0,       3.8,       7.3,      12.4,      15.2,      17.3,17,      12.9,8,       3.1,        .6,       8.1
979,51,        .1,        .6,4,       7.2,      12.2,      15.1,      17.2,      16.4,      12.6,       8.1,       3.8,       1.4,       8.2
982,51,       -.5,        .5,       4.7,       8.3,      13.4,      16.3,      18.3,      17.9,      13.4,       8.4,       3.2,        .8,       8.7
983,46,       -.6,        .5,       4.7,       8.3,      13.3,      16.2,      18.2,      17.7,      13.6,       8.6,       3.4,        .8,       8.7
991,46,       -.5,0,       3.4,       6.8,      12.1,      15.1,      16.9,      16.7,      12.8,       8.3,       3.4,1,8
998,51,       -.2,        .2,       3.2,       6.2,      11.2,14,      16.6,      16.5,      12.9,       8.7,       3.5,       1.2,       7.8
1000,46,        .9,       1.1,       3.6,       6.9,      11.6,      14.9,17,      17.1,      13.6,       9.5,       4.9,       2.4,       8.6
1001,51,       -.2,        .4,       4.1,       7.8,      13.2,      16.2,      18.2,      17.9,      13.7,9,4,       1.4,       8.7
1003,46,        .1,        .7,       4.2,       7.7,      13.1,      15.8,      17.9,      17.8,      13.7,9,4,       1.4,       8.8
1006,46,        .7,       1.2,       4.3,       7.9,13,      15.8,      17.7,      17.5,      13.5,       9.1,       4.6,       2.1,       8.9
1018,51,      -1.4,       -.5,       3.1,       6.4,      11.4,      14.5,      16.9,      16.2,      12.2,       7.6,       2.3,       -.1,       7.4
1032,51,       2.5,       2.8,       5.9,       8.7,      13.4,16,      18.3,18,      14.3,      10.3,       5.9,       3.7,       9.9
1047,46,        .6,       1.3,5,       8.7,14,      16.7,      18.9,      18.6,      14.4,       9.7,       4.6,2,       9.6
1048,51,0,        .8,       4.4,8,      13.4,      16.1,      18.1,18,      13.9,       9.3,4,       1.5,       8.9
1050,51,        .8,       1.4,5,       8.4,      13.6,      16.6,      18.7,      18.1,      14.4,       9.8,       4.8,       2.5,       9.4
1051,46,        .5,       1.3,5,       8.6,14,      16.7,      18.7,      18.5,      14.3,       9.6,       4.6,2,       9.5
1052,46,        .5,1,       4.4,       8.1,      13.4,      16.3,      18.3,      17.9,      13.8,       9.2,       4.4,       1.8,       9.1
1053,51,        .3,        .9,4,       7.5,      12.2,      14.9,      16.9,      16.4,      12.9,       8.4,       4.2,       1.9,       8.3
1066,46,        .5,        .9,       4.3,       7.7,      12.6,      15.2,      17.2,      17.1,      13.3,       8.7,       4.3,       1.7,       8.6
1072,51,       1.5,       2.4,       6.5,       9.8,      14.5,      17.6,      19.8,      19.3,      14.9,       9.8,       5.2,       2.9,      10.3
1073,46,       1.7,       2.6,       6.2,       9.7,      14.3,      17.2,      19.4,19,15,       9.9,       5.2,       2.9,      10.3
1074,46,        .8,       1.4,5,       8.5,      13.7,      16.5,      18.6,      18.5,      14.4,       9.5,       4.7,       2.1,       9.5
1076,51,      -1.9,       -.9,       3.1,6,      11.2,      14.7,17,      16.5,      12.3,       7.5,       2.1,       -.7,       7.2
1078,51,3,       3.4,       6.5,       9.3,      13.9,      16.5,      18.7,      18.4,      14.7,      10.7,       6.3,       4.2,      10.4
1079,46,       3.1,       3.5,       6.5,       9.6,      14.2,      16.7,      18.9,      18.5,      14.8,      10.7,       6.4,       4.2,      10.6
1084,46,       3.2,       3.6,       6.7,       9.6,      14.4,      16.8,19,      18.7,      15.1,11,       6.5,       4.3,      10.7
1087,46,       3.5,4,7,10,      14.8,      17.2,      19.4,      19.1,      15.5,      11.3,       6.9,       4.6,      11.1
1091,46,       -.1,        .4,       3.8,       7.4,      12.6,      15.4,      17.4,      17.1,      13.1,       8.5,       3.7,       1.2,       8.4
1102,46,        .8,       1.7,       5.5,       8.8,      13.7,      16.5,      18.7,      18.2,      14.3,       9.5,       4.5,2,       9.5
1103,46,      -1.3,       -.1,       3.8,       7.2,      12.4,      15.1,      17.2,      16.9,      13.1,       8.2,       2.7,0,       7.9
1106,46,        .2,        .9,       4.3,       8.2,      13.6,      16.4,      18.4,      18.1,      13.8,       9.1,       4.3,       1.6,       9.1
1107,51,       -.9,       -.2,       3.7,       7.1,      12.2,15,17,      16.6,      12.4,       7.7,       2.9,        .5,       7.8
